Lat;Lang;Province;Country;Date;Total Confirmed Cases;Total Deaths;Total Recovered;Active Cases;New Cases;New Deaths;New Recovered
48.3794;31.1656;;Ukraine;2020-03-15;3;1;0;2;0;0;0
48.3794;31.1656;;Ukraine;2020-03-16;7;1;0;6;4;0;0
48.3794;31.1656;;Ukraine;2020-03-17;14;2;0;12;7;1;0
48.3794;31.1656;;Ukraine;2020-03-18;14;2;0;12;0;0;0
48.3794;31.1656;;Ukraine;2020-03-19;16;2;0;14;2;0;0
48.3794;31.1656;;Ukraine;2020-03-20;29;3;0;26;13;1;0
48.3794;31.1656;;Ukraine;2020-03-21;47;3;1;43;18;0;1
48.3794;31.1656;;Ukraine;2020-03-22;73;3;1;69;26;0;0
48.3794;31.1656;;Ukraine;2020-03-23;73.0;3.0;1.0;69.0;0.0;0.0;0.0
47.1625;19.5033;;Hungary;2020-01-22;0;0;0;0;0;0;0
47.1625;19.5033;;Hungary;2020-01-23;0;0;0;0;0;0;0
47.1625;19.5033;;Hungary;2020-01-24;0;0;0;0;0;0;0
47.1625;19.5033;;Hungary;2020-01-25;0;0;0;0;0;0;0
47.1625;19.5033;;Hungary;2020-01-26;0;0;0;0;0;0;0
47.1625;19.5033;;Hungary;2020-01-27;0;0;0;0;0;0;0
47.1625;19.5033;;Hungary;2020-01-28;0;0;0;0;0;0;0
47.1625;19.5033;;Hungary;2020-01-29;0;0;0;0;0;0;0
47.1625;19.5033;;Hungary;2020-01-30;0;0;0;0;0;0;0
47.1625;19.5033;;Hungary;2020-01-31;0;0;0;0;0;0;0
47.1625;19.5033;;Hungary;2020-02-01;0;0;0;0;0;0;0
47.1625;19.5033;;Hungary;2020-02-02;0;0;0;0;0;0;0
47.1625;19.5033;;Hungary;2020-02-03;0;0;0;0;0;0;0
47.1625;19.5033;;Hungary;2020-02-04;0;0;0;0;0;0;0
47.1625;19.5033;;Hungary;2020-02-05;0;0;0;0;0;0;0
47.1625;19.5033;;Hungary;2020-02-06;0;0;0;0;0;0;0
47.1625;19.5033;;Hungary;2020-02-07;0;0;0;0;0;0;0
47.1625;19.5033;;Hungary;2020-02-08;0;0;0;0;0;0;0
47.1625;19.5033;;Hungary;2020-02-09;0;0;0;0;0;0;0
47.1625;19.5033;;Hungary;2020-02-10;0;0;0;0;0;0;0
47.1625;19.5033;;Hungary;2020-02-11;0;0;0;0;0;0;0
47.1625;19.5033;;Hungary;2020-02-12;0;0;0;0;0;0;0
47.1625;19.5033;;Hungary;2020-02-13;0;0;0;0;0;0;0
47.1625;19.5033;;Hungary;2020-02-14;0;0;0;0;0;0;0
47.1625;19.5033;;Hungary;2020-02-15;0;0;0;0;0;0;0
47.1625;19.5033;;Hungary;2020-02-16;0;0;0;0;0;0;0
47.1625;19.5033;;Hungary;2020-02-17;0;0;0;0;0;0;0
47.1625;19.5033;;Hungary;2020-02-18;0;0;0;0;0;0;0
47.1625;19.5033;;Hungary;2020-02-19;0;0;0;0;0;0;0
47.1625;19.5033;;Hungary;2020-02-20;0;0;0;0;0;0;0
47.1625;19.5033;;Hungary;2020-02-21;0;0;0;0;0;0;0
47.1625;19.5033;;Hungary;2020-02-22;0;0;0;0;0;0;0
47.1625;19.5033;;Hungary;2020-02-23;0;0;0;0;0;0;0
47.1625;19.5033;;Hungary;2020-02-24;0;0;0;0;0;0;0
47.1625;19.5033;;Hungary;2020-02-25;0;0;0;0;0;0;0
47.1625;19.5033;;Hungary;2020-02-26;0;0;0;0;0;0;0
47.1625;19.5033;;Hungary;2020-02-27;0;0;0;0;0;0;0
47.1625;19.5033;;Hungary;2020-02-28;0;0;0;0;0;0;0
47.1625;19.5033;;Hungary;2020-02-29;0;0;0;0;0;0;0
47.1625;19.5033;;Hungary;2020-03-01;0;0;0;0;0;0;0
47.1625;19.5033;;Hungary;2020-03-02;0;0;0;0;0;0;0
47.1625;19.5033;;Hungary;2020-03-03;0;0;0;0;0;0;0
47.1625;19.5033;;Hungary;2020-03-04;2;0;0;2;2;0;0
47.1625;19.5033;;Hungary;2020-03-05;2;0;0;2;0;0;0
47.1625;19.5033;;Hungary;2020-03-06;2;0;0;2;0;0;0
47.1625;19.5033;;Hungary;2020-03-07;4;0;0;4;2;0;0
47.1625;19.5033;;Hungary;2020-03-08;7;0;0;7;3;0;0
47.1625;19.5033;;Hungary;2020-03-09;9;0;0;9;2;0;0
47.1625;19.5033;;Hungary;2020-03-10;9;0;0;9;0;0;0
47.1625;19.5033;;Hungary;2020-03-11;13;0;0;13;4;0;0
47.1625;19.5033;;Hungary;2020-03-12;13;0;0;13;0;0;0
47.1625;19.5033;;Hungary;2020-03-13;19;0;0;19;6;0;0
47.1625;19.5033;;Hungary;2020-03-14;30;0;1;29;11;0;1
47.1625;19.5033;;Hungary;2020-03-15;32;1;1;30;2;1;0
47.1625;19.5033;;Hungary;2020-03-16;39;1;1;37;7;0;0
47.1625;19.5033;;Hungary;2020-03-17;50;1;2;47;11;0;1
47.1625;19.5033;;Hungary;2020-03-18;58;1;2;55;8;0;0
47.1625;19.5033;;Hungary;2020-03-19;73;1;2;70;15;0;0
47.1625;19.5033;;Hungary;2020-03-20;85;3;2;80;12;2;0
47.1625;19.5033;;Hungary;2020-03-21;103;4;7;92;18;1;5
47.1625;19.5033;;Hungary;2020-03-22;131;6;16;109;28;2;9
47.1625;19.5033;;Hungary;2020-03-23;131.0;6.0;16.0;109.0;0.0;0.0;0.0
-12.4634;130.8456;Northern Territory;Australia;2020-01-22;0;0;0;0;0;0;0
-12.4634;130.8456;Northern Territory;Australia;2020-01-23;0;0;0;0;0;0;0
-12.4634;130.8456;Northern Territory;Australia;2020-01-24;0;0;0;0;0;0;0
-12.4634;130.8456;Northern Territory;Australia;2020-01-25;0;0;0;0;0;0;0
-12.4634;130.8456;Northern Territory;Australia;2020-01-26;0;0;0;0;0;0;0
-12.4634;130.8456;Northern Territory;Australia;2020-01-27;0;0;0;0;0;0;0
-12.4634;130.8456;Northern Territory;Australia;2020-01-28;0;0;0;0;0;0;0
-12.4634;130.8456;Northern Territory;Australia;2020-01-29;0;0;0;0;0;0;0
-12.4634;130.8456;Northern Territory;Australia;2020-01-30;0;0;0;0;0;0;0
-12.4634;130.8456;Northern Territory;Australia;2020-01-31;0;0;0;0;0;0;0
-12.4634;130.8456;Northern Territory;Australia;2020-02-01;0;0;0;0;0;0;0
-12.4634;130.8456;Northern Territory;Australia;2020-02-02;0;0;0;0;0;0;0
-12.4634;130.8456;Northern Territory;Australia;2020-02-03;0;0;0;0;0;0;0
-12.4634;130.8456;Northern Territory;Australia;2020-02-04;0;0;0;0;0;0;0
-12.4634;130.8456;Northern Territory;Australia;2020-02-05;0;0;0;0;0;0;0
-12.4634;130.8456;Northern Territory;Australia;2020-02-06;0;0;0;0;0;0;0
-12.4634;130.8456;Northern Territory;Australia;2020-02-07;0;0;0;0;0;0;0
-12.4634;130.8456;Northern Territory;Australia;2020-02-08;0;0;0;0;0;0;0
-12.4634;130.8456;Northern Territory;Australia;2020-02-09;0;0;0;0;0;0;0
-12.4634;130.8456;Northern Territory;Australia;2020-02-10;0;0;0;0;0;0;0
-12.4634;130.8456;Northern Territory;Australia;2020-02-11;0;0;0;0;0;0;0
-12.4634;130.8456;Northern Territory;Australia;2020-02-12;0;0;0;0;0;0;0
-12.4634;130.8456;Northern Territory;Australia;2020-02-13;0;0;0;0;0;0;0
-12.4634;130.8456;Northern Territory;Australia;2020-02-14;0;0;0;0;0;0;0
-12.4634;130.8456;Northern Territory;Australia;2020-02-15;0;0;0;0;0;0;0
-12.4634;130.8456;Northern Territory;Australia;2020-02-16;0;0;0;0;0;0;0
-12.4634;130.8456;Northern Territory;Australia;2020-02-17;0;0;0;0;0;0;0
-12.4634;130.8456;Northern Territory;Australia;2020-02-18;0;0;0;0;0;0;0
-12.4634;130.8456;Northern Territory;Australia;2020-02-19;0;0;0;0;0;0;0
-12.4634;130.8456;Northern Territory;Australia;2020-02-20;0;0;0;0;0;0;0
-12.4634;130.8456;Northern Territory;Australia;2020-02-21;0;0;0;0;0;0;0
-12.4634;130.8456;Northern Territory;Australia;2020-02-22;0;0;0;0;0;0;0
-12.4634;130.8456;Northern Territory;Australia;2020-02-23;0;0;0;0;0;0;0
-12.4634;130.8456;Northern Territory;Australia;2020-02-24;0;0;0;0;0;0;0
-12.4634;130.8456;Northern Territory;Australia;2020-02-25;0;0;0;0;0;0;0
-12.4634;130.8456;Northern Territory;Australia;2020-02-26;0;0;0;0;0;0;0
-12.4634;130.8456;Northern Territory;Australia;2020-02-27;0;0;0;0;0;0;0
-12.4634;130.8456;Northern Territory;Australia;2020-02-28;0;0;0;0;0;0;0
-12.4634;130.8456;Northern Territory;Australia;2020-02-29;0;0;0;0;0;0;0
-12.4634;130.8456;Northern Territory;Australia;2020-03-01;0;0;0;0;0;0;0
-12.4634;130.8456;Northern Territory;Australia;2020-03-02;0;0;0;0;0;0;0
-12.4634;130.8456;Northern Territory;Australia;2020-03-03;0;0;0;0;0;0;0
-12.4634;130.8456;Northern Territory;Australia;2020-03-04;1;0;0;1;1;0;0
-12.4634;130.8456;Northern Territory;Australia;2020-03-05;1;0;0;1;0;0;0
-12.4634;130.8456;Northern Territory;Australia;2020-03-06;0;0;0;0;0;0;0
-12.4634;130.8456;Northern Territory;Australia;2020-03-07;0;0;0;0;0;0;0
-12.4634;130.8456;Northern Territory;Australia;2020-03-08;0;0;0;0;0;0;0
-12.4634;130.8456;Northern Territory;Australia;2020-03-09;0;0;0;0;0;0;0
-12.4634;130.8456;Northern Territory;Australia;2020-03-10;1;0;0;1;1;0;0
-12.4634;130.8456;Northern Territory;Australia;2020-03-11;1;0;0;1;0;0;0
-12.4634;130.8456;Northern Territory;Australia;2020-03-12;1;0;0;1;0;0;0
-12.4634;130.8456;Northern Territory;Australia;2020-03-13;1;0;0;1;0;0;0
-12.4634;130.8456;Northern Territory;Australia;2020-03-14;1;0;0;1;0;0;0
-12.4634;130.8456;Northern Territory;Australia;2020-03-15;1;0;0;1;0;0;0
-12.4634;130.8456;Northern Territory;Australia;2020-03-16;1;0;0;1;0;0;0
-12.4634;130.8456;Northern Territory;Australia;2020-03-17;1;0;0;1;0;0;0
-12.4634;130.8456;Northern Territory;Australia;2020-03-18;1;0;0;1;0;0;0
-12.4634;130.8456;Northern Territory;Australia;2020-03-19;1;0;0;1;0;0;0
-12.4634;130.8456;Northern Territory;Australia;2020-03-20;3;0;0;3;2;0;0
-12.4634;130.8456;Northern Territory;Australia;2020-03-21;3;0;0;3;0;0;0
-12.4634;130.8456;Northern Territory;Australia;2020-03-22;3;0;0;3;0;0;0
-12.4634;130.8456;Northern Territory;Australia;2020-03-23;3.0;0.0;0.0;3.0;0.0;0.0;0.0
47.14;9.55;;Liechtenstein;2020-01-22;0;0;0;0;0;0;0
47.14;9.55;;Liechtenstein;2020-01-23;0;0;0;0;0;0;0
47.14;9.55;;Liechtenstein;2020-01-24;0;0;0;0;0;0;0
47.14;9.55;;Liechtenstein;2020-01-25;0;0;0;0;0;0;0
47.14;9.55;;Liechtenstein;2020-01-26;0;0;0;0;0;0;0
47.14;9.55;;Liechtenstein;2020-01-27;0;0;0;0;0;0;0
47.14;9.55;;Liechtenstein;2020-01-28;0;0;0;0;0;0;0
47.14;9.55;;Liechtenstein;2020-01-29;0;0;0;0;0;0;0
47.14;9.55;;Liechtenstein;2020-01-30;0;0;0;0;0;0;0
47.14;9.55;;Liechtenstein;2020-01-31;0;0;0;0;0;0;0
47.14;9.55;;Liechtenstein;2020-02-01;0;0;0;0;0;0;0
47.14;9.55;;Liechtenstein;2020-02-02;0;0;0;0;0;0;0
47.14;9.55;;Liechtenstein;2020-02-03;0;0;0;0;0;0;0
47.14;9.55;;Liechtenstein;2020-02-04;0;0;0;0;0;0;0
47.14;9.55;;Liechtenstein;2020-02-05;0;0;0;0;0;0;0
47.14;9.55;;Liechtenstein;2020-02-06;0;0;0;0;0;0;0
47.14;9.55;;Liechtenstein;2020-02-07;0;0;0;0;0;0;0
47.14;9.55;;Liechtenstein;2020-02-08;0;0;0;0;0;0;0
47.14;9.55;;Liechtenstein;2020-02-09;0;0;0;0;0;0;0
47.14;9.55;;Liechtenstein;2020-02-10;0;0;0;0;0;0;0
47.14;9.55;;Liechtenstein;2020-02-11;0;0;0;0;0;0;0
47.14;9.55;;Liechtenstein;2020-02-12;0;0;0;0;0;0;0
47.14;9.55;;Liechtenstein;2020-02-13;0;0;0;0;0;0;0
47.14;9.55;;Liechtenstein;2020-02-14;0;0;0;0;0;0;0
47.14;9.55;;Liechtenstein;2020-02-15;0;0;0;0;0;0;0
47.14;9.55;;Liechtenstein;2020-02-16;0;0;0;0;0;0;0
47.14;9.55;;Liechtenstein;2020-02-17;0;0;0;0;0;0;0
47.14;9.55;;Liechtenstein;2020-02-18;0;0;0;0;0;0;0
47.14;9.55;;Liechtenstein;2020-02-19;0;0;0;0;0;0;0
47.14;9.55;;Liechtenstein;2020-02-20;0;0;0;0;0;0;0
47.14;9.55;;Liechtenstein;2020-02-21;0;0;0;0;0;0;0
47.14;9.55;;Liechtenstein;2020-02-22;0;0;0;0;0;0;0
47.14;9.55;;Liechtenstein;2020-02-23;0;0;0;0;0;0;0
47.14;9.55;;Liechtenstein;2020-02-24;0;0;0;0;0;0;0
47.14;9.55;;Liechtenstein;2020-02-25;0;0;0;0;0;0;0
47.14;9.55;;Liechtenstein;2020-02-26;0;0;0;0;0;0;0
47.14;9.55;;Liechtenstein;2020-02-27;0;0;0;0;0;0;0
47.14;9.55;;Liechtenstein;2020-02-28;0;0;0;0;0;0;0
47.14;9.55;;Liechtenstein;2020-02-29;0;0;0;0;0;0;0
47.14;9.55;;Liechtenstein;2020-03-01;0;0;0;0;0;0;0
47.14;9.55;;Liechtenstein;2020-03-02;0;0;0;0;0;0;0
47.14;9.55;;Liechtenstein;2020-03-03;0;0;0;0;0;0;0
47.14;9.55;;Liechtenstein;2020-03-04;1;0;0;1;1;0;0
47.14;9.55;;Liechtenstein;2020-03-05;1;0;0;1;0;0;0
47.14;9.55;;Liechtenstein;2020-03-06;1;0;0;1;0;0;0
47.14;9.55;;Liechtenstein;2020-03-07;1;0;0;1;0;0;0
47.14;9.55;;Liechtenstein;2020-03-08;1;0;0;1;0;0;0
47.14;9.55;;Liechtenstein;2020-03-09;1;0;0;1;0;0;0
47.14;9.55;;Liechtenstein;2020-03-10;1;0;0;1;0;0;0
47.14;9.55;;Liechtenstein;2020-03-11;1;0;0;1;0;0;0
47.14;9.55;;Liechtenstein;2020-03-12;1;0;0;1;0;0;0
47.14;9.55;;Liechtenstein;2020-03-13;1;0;0;1;0;0;0
47.14;9.55;;Liechtenstein;2020-03-14;4;0;0;4;3;0;0
47.14;9.55;;Liechtenstein;2020-03-15;4;0;0;4;0;0;0
47.14;9.55;;Liechtenstein;2020-03-16;4;0;0;4;0;0;0
47.14;9.55;;Liechtenstein;2020-03-17;7;0;0;7;3;0;0
47.14;9.55;;Liechtenstein;2020-03-18;28;0;0;28;21;0;0
47.14;9.55;;Liechtenstein;2020-03-19;28;0;0;28;0;0;0
47.14;9.55;;Liechtenstein;2020-03-20;28;0;0;28;0;0;0
47.14;9.55;;Liechtenstein;2020-03-21;37;0;0;37;9;0;0
47.14;9.55;;Liechtenstein;2020-03-22;37;0;0;37;0;0;0
47.14;9.55;;Liechtenstein;2020-03-23;37.0;0.0;0.0;37.0;0.0;0.0;0.0
51.9194;19.1451;;Poland;2020-01-22;0;0;0;0;0;0;0
51.9194;19.1451;;Poland;2020-01-23;0;0;0;0;0;0;0
51.9194;19.1451;;Poland;2020-01-24;0;0;0;0;0;0;0
51.9194;19.1451;;Poland;2020-01-25;0;0;0;0;0;0;0
51.9194;19.1451;;Poland;2020-01-26;0;0;0;0;0;0;0
51.9194;19.1451;;Poland;2020-01-27;0;0;0;0;0;0;0
51.9194;19.1451;;Poland;2020-01-28;0;0;0;0;0;0;0
51.9194;19.1451;;Poland;2020-01-29;0;0;0;0;0;0;0
51.9194;19.1451;;Poland;2020-01-30;0;0;0;0;0;0;0
51.9194;19.1451;;Poland;2020-01-31;0;0;0;0;0;0;0
51.9194;19.1451;;Poland;2020-02-01;0;0;0;0;0;0;0
51.9194;19.1451;;Poland;2020-02-02;0;0;0;0;0;0;0
51.9194;19.1451;;Poland;2020-02-03;0;0;0;0;0;0;0
51.9194;19.1451;;Poland;2020-02-04;0;0;0;0;0;0;0
51.9194;19.1451;;Poland;2020-02-05;0;0;0;0;0;0;0
51.9194;19.1451;;Poland;2020-02-06;0;0;0;0;0;0;0
51.9194;19.1451;;Poland;2020-02-07;0;0;0;0;0;0;0
51.9194;19.1451;;Poland;2020-02-08;0;0;0;0;0;0;0
51.9194;19.1451;;Poland;2020-02-09;0;0;0;0;0;0;0
51.9194;19.1451;;Poland;2020-02-10;0;0;0;0;0;0;0
51.9194;19.1451;;Poland;2020-02-11;0;0;0;0;0;0;0
51.9194;19.1451;;Poland;2020-02-12;0;0;0;0;0;0;0
51.9194;19.1451;;Poland;2020-02-13;0;0;0;0;0;0;0
51.9194;19.1451;;Poland;2020-02-14;0;0;0;0;0;0;0
51.9194;19.1451;;Poland;2020-02-15;0;0;0;0;0;0;0
51.9194;19.1451;;Poland;2020-02-16;0;0;0;0;0;0;0
51.9194;19.1451;;Poland;2020-02-17;0;0;0;0;0;0;0
51.9194;19.1451;;Poland;2020-02-18;0;0;0;0;0;0;0
51.9194;19.1451;;Poland;2020-02-19;0;0;0;0;0;0;0
51.9194;19.1451;;Poland;2020-02-20;0;0;0;0;0;0;0
51.9194;19.1451;;Poland;2020-02-21;0;0;0;0;0;0;0
51.9194;19.1451;;Poland;2020-02-22;0;0;0;0;0;0;0
51.9194;19.1451;;Poland;2020-02-23;0;0;0;0;0;0;0
51.9194;19.1451;;Poland;2020-02-24;0;0;0;0;0;0;0
51.9194;19.1451;;Poland;2020-02-25;0;0;0;0;0;0;0
51.9194;19.1451;;Poland;2020-02-26;0;0;0;0;0;0;0
51.9194;19.1451;;Poland;2020-02-27;0;0;0;0;0;0;0
51.9194;19.1451;;Poland;2020-02-28;0;0;0;0;0;0;0
51.9194;19.1451;;Poland;2020-02-29;0;0;0;0;0;0;0
51.9194;19.1451;;Poland;2020-03-01;0;0;0;0;0;0;0
51.9194;19.1451;;Poland;2020-03-02;0;0;0;0;0;0;0
51.9194;19.1451;;Poland;2020-03-03;0;0;0;0;0;0;0
51.9194;19.1451;;Poland;2020-03-04;1;0;0;1;1;0;0
51.9194;19.1451;;Poland;2020-03-05;1;0;0;1;0;0;0
51.9194;19.1451;;Poland;2020-03-06;5;0;0;5;4;0;0
51.9194;19.1451;;Poland;2020-03-07;5;0;0;5;0;0;0
51.9194;19.1451;;Poland;2020-03-08;11;0;0;11;6;0;0
51.9194;19.1451;;Poland;2020-03-09;16;0;0;16;5;0;0
51.9194;19.1451;;Poland;2020-03-10;22;0;0;22;6;0;0
51.9194;19.1451;;Poland;2020-03-11;31;0;0;31;9;0;0
51.9194;19.1451;;Poland;2020-03-12;49;1;0;48;18;1;0
51.9194;19.1451;;Poland;2020-03-13;68;2;0;66;19;1;0
51.9194;19.1451;;Poland;2020-03-14;103;3;0;100;35;1;0
51.9194;19.1451;;Poland;2020-03-15;119;3;0;116;16;0;0
51.9194;19.1451;;Poland;2020-03-16;177;4;13;160;58;1;13
51.9194;19.1451;;Poland;2020-03-17;238;5;13;220;61;1;0
51.9194;19.1451;;Poland;2020-03-18;251;5;13;233;13;0;0
51.9194;19.1451;;Poland;2020-03-19;355;5;1;349;104;0;0
51.9194;19.1451;;Poland;2020-03-20;425;5;1;419;70;0;0
51.9194;19.1451;;Poland;2020-03-21;536;5;1;530;111;0;0
51.9194;19.1451;;Poland;2020-03-22;634;7;1;626;98;2;0
51.9194;19.1451;;Poland;2020-03-23;634.0;7.0;1.0;626.0;0.0;0.0;0.0
34.0;9.0;;Tunisia;2020-01-22;0;0;0;0;0;0;0
34.0;9.0;;Tunisia;2020-01-23;0;0;0;0;0;0;0
34.0;9.0;;Tunisia;2020-01-24;0;0;0;0;0;0;0
34.0;9.0;;Tunisia;2020-01-25;0;0;0;0;0;0;0
34.0;9.0;;Tunisia;2020-01-26;0;0;0;0;0;0;0
34.0;9.0;;Tunisia;2020-01-27;0;0;0;0;0;0;0
34.0;9.0;;Tunisia;2020-01-28;0;0;0;0;0;0;0
34.0;9.0;;Tunisia;2020-01-29;0;0;0;0;0;0;0
34.0;9.0;;Tunisia;2020-01-30;0;0;0;0;0;0;0
34.0;9.0;;Tunisia;2020-01-31;0;0;0;0;0;0;0
34.0;9.0;;Tunisia;2020-02-01;0;0;0;0;0;0;0
34.0;9.0;;Tunisia;2020-02-02;0;0;0;0;0;0;0
34.0;9.0;;Tunisia;2020-02-03;0;0;0;0;0;0;0
34.0;9.0;;Tunisia;2020-02-04;0;0;0;0;0;0;0
34.0;9.0;;Tunisia;2020-02-05;0;0;0;0;0;0;0
34.0;9.0;;Tunisia;2020-02-06;0;0;0;0;0;0;0
34.0;9.0;;Tunisia;2020-02-07;0;0;0;0;0;0;0
34.0;9.0;;Tunisia;2020-02-08;0;0;0;0;0;0;0
34.0;9.0;;Tunisia;2020-02-09;0;0;0;0;0;0;0
34.0;9.0;;Tunisia;2020-02-10;0;0;0;0;0;0;0
34.0;9.0;;Tunisia;2020-02-11;0;0;0;0;0;0;0
34.0;9.0;;Tunisia;2020-02-12;0;0;0;0;0;0;0
34.0;9.0;;Tunisia;2020-02-13;0;0;0;0;0;0;0
34.0;9.0;;Tunisia;2020-02-14;0;0;0;0;0;0;0
34.0;9.0;;Tunisia;2020-02-15;0;0;0;0;0;0;0
34.0;9.0;;Tunisia;2020-02-16;0;0;0;0;0;0;0
34.0;9.0;;Tunisia;2020-02-17;0;0;0;0;0;0;0
34.0;9.0;;Tunisia;2020-02-18;0;0;0;0;0;0;0
34.0;9.0;;Tunisia;2020-02-19;0;0;0;0;0;0;0
34.0;9.0;;Tunisia;2020-02-20;0;0;0;0;0;0;0
34.0;9.0;;Tunisia;2020-02-21;0;0;0;0;0;0;0
34.0;9.0;;Tunisia;2020-02-22;0;0;0;0;0;0;0
34.0;9.0;;Tunisia;2020-02-23;0;0;0;0;0;0;0
34.0;9.0;;Tunisia;2020-02-24;0;0;0;0;0;0;0
34.0;9.0;;Tunisia;2020-02-25;0;0;0;0;0;0;0
34.0;9.0;;Tunisia;2020-02-26;0;0;0;0;0;0;0
34.0;9.0;;Tunisia;2020-02-27;0;0;0;0;0;0;0
34.0;9.0;;Tunisia;2020-02-28;0;0;0;0;0;0;0
34.0;9.0;;Tunisia;2020-02-29;0;0;0;0;0;0;0
34.0;9.0;;Tunisia;2020-03-01;0;0;0;0;0;0;0
34.0;9.0;;Tunisia;2020-03-02;0;0;0;0;0;0;0
34.0;9.0;;Tunisia;2020-03-03;0;0;0;0;0;0;0
34.0;9.0;;Tunisia;2020-03-04;1;0;0;1;1;0;0
34.0;9.0;;Tunisia;2020-03-05;1;0;0;1;0;0;0
34.0;9.0;;Tunisia;2020-03-06;1;0;0;1;0;0;0
34.0;9.0;;Tunisia;2020-03-07;1;0;0;1;0;0;0
34.0;9.0;;Tunisia;2020-03-08;2;0;0;2;1;0;0
34.0;9.0;;Tunisia;2020-03-09;2;0;0;2;0;0;0
34.0;9.0;;Tunisia;2020-03-10;5;0;0;5;3;0;0
34.0;9.0;;Tunisia;2020-03-11;7;0;0;7;2;0;0
34.0;9.0;;Tunisia;2020-03-12;7;0;0;7;0;0;0
34.0;9.0;;Tunisia;2020-03-13;16;0;0;16;9;0;0
34.0;9.0;;Tunisia;2020-03-14;18;0;0;18;2;0;0
34.0;9.0;;Tunisia;2020-03-15;18;0;0;18;0;0;0
34.0;9.0;;Tunisia;2020-03-16;20;0;0;20;2;0;0
34.0;9.0;;Tunisia;2020-03-17;24;0;0;24;4;0;0
34.0;9.0;;Tunisia;2020-03-18;29;0;0;29;5;0;0
34.0;9.0;;Tunisia;2020-03-19;39;1;0;38;10;1;0
34.0;9.0;;Tunisia;2020-03-20;54;1;0;53;15;0;0
34.0;9.0;;Tunisia;2020-03-21;60;1;0;59;6;0;0
34.0;9.0;;Tunisia;2020-03-22;75;3;1;71;15;2;1
34.0;9.0;;Tunisia;2020-03-23;75.0;3.0;1.0;71.0;0.0;0.0;0.0
43.9159;17.6791;;Bosnia and Herzegovina;2020-01-22;0;0;0;0;0;0;0
43.9159;17.6791;;Bosnia and Herzegovina;2020-01-23;0;0;0;0;0;0;0
43.9159;17.6791;;Bosnia and Herzegovina;2020-01-24;0;0;0;0;0;0;0
43.9159;17.6791;;Bosnia and Herzegovina;2020-01-25;0;0;0;0;0;0;0
43.9159;17.6791;;Bosnia and Herzegovina;2020-01-26;0;0;0;0;0;0;0
43.9159;17.6791;;Bosnia and Herzegovina;2020-01-27;0;0;0;0;0;0;0
43.9159;17.6791;;Bosnia and Herzegovina;2020-01-28;0;0;0;0;0;0;0
43.9159;17.6791;;Bosnia and Herzegovina;2020-01-29;0;0;0;0;0;0;0
43.9159;17.6791;;Bosnia and Herzegovina;2020-01-30;0;0;0;0;0;0;0
43.9159;17.6791;;Bosnia and Herzegovina;2020-01-31;0;0;0;0;0;0;0
43.9159;17.6791;;Bosnia and Herzegovina;2020-02-01;0;0;0;0;0;0;0
43.9159;17.6791;;Bosnia and Herzegovina;2020-02-02;0;0;0;0;0;0;0
43.9159;17.6791;;Bosnia and Herzegovina;2020-02-03;0;0;0;0;0;0;0
43.9159;17.6791;;Bosnia and Herzegovina;2020-02-04;0;0;0;0;0;0;0
43.9159;17.6791;;Bosnia and Herzegovina;2020-02-05;0;0;0;0;0;0;0
43.9159;17.6791;;Bosnia and Herzegovina;2020-02-06;0;0;0;0;0;0;0
43.9159;17.6791;;Bosnia and Herzegovina;2020-02-07;0;0;0;0;0;0;0
43.9159;17.6791;;Bosnia and Herzegovina;2020-02-08;0;0;0;0;0;0;0
43.9159;17.6791;;Bosnia and Herzegovina;2020-02-09;0;0;0;0;0;0;0
43.9159;17.6791;;Bosnia and Herzegovina;2020-02-10;0;0;0;0;0;0;0
43.9159;17.6791;;Bosnia and Herzegovina;2020-02-11;0;0;0;0;0;0;0
43.9159;17.6791;;Bosnia and Herzegovina;2020-02-12;0;0;0;0;0;0;0
43.9159;17.6791;;Bosnia and Herzegovina;2020-02-13;0;0;0;0;0;0;0
43.9159;17.6791;;Bosnia and Herzegovina;2020-02-14;0;0;0;0;0;0;0
43.9159;17.6791;;Bosnia and Herzegovina;2020-02-15;0;0;0;0;0;0;0
43.9159;17.6791;;Bosnia and Herzegovina;2020-02-16;0;0;0;0;0;0;0
43.9159;17.6791;;Bosnia and Herzegovina;2020-02-17;0;0;0;0;0;0;0
43.9159;17.6791;;Bosnia and Herzegovina;2020-02-18;0;0;0;0;0;0;0
43.9159;17.6791;;Bosnia and Herzegovina;2020-02-19;0;0;0;0;0;0;0
43.9159;17.6791;;Bosnia and Herzegovina;2020-02-20;0;0;0;0;0;0;0
43.9159;17.6791;;Bosnia and Herzegovina;2020-02-21;0;0;0;0;0;0;0
43.9159;17.6791;;Bosnia and Herzegovina;2020-02-22;0;0;0;0;0;0;0
43.9159;17.6791;;Bosnia and Herzegovina;2020-02-23;0;0;0;0;0;0;0
43.9159;17.6791;;Bosnia and Herzegovina;2020-02-24;0;0;0;0;0;0;0
43.9159;17.6791;;Bosnia and Herzegovina;2020-02-25;0;0;0;0;0;0;0
43.9159;17.6791;;Bosnia and Herzegovina;2020-02-26;0;0;0;0;0;0;0
43.9159;17.6791;;Bosnia and Herzegovina;2020-02-27;0;0;0;0;0;0;0
43.9159;17.6791;;Bosnia and Herzegovina;2020-02-28;0;0;0;0;0;0;0
