Lat;Lang;Province;Country;Date;Total Confirmed Cases;Total Deaths;New Cases;New Deaths
23.8298;108.7881;Guangxi;China;2020-03-05;252;2;0;0
23.8298;108.7881;Guangxi;China;2020-03-06;252;2;0;0
23.8298;108.7881;Guangxi;China;2020-03-07;252;2;0;0
23.8298;108.7881;Guangxi;China;2020-03-08;252;2;0;0
23.8298;108.7881;Guangxi;China;2020-03-09;252;2;0;0
23.8298;108.7881;Guangxi;China;2020-03-10;252;2;0;0
23.8298;108.7881;Guangxi;China;2020-03-11;252;2;0;0
23.8298;108.7881;Guangxi;China;2020-03-12;252;2;0;0
23.8298;108.7881;Guangxi;China;2020-03-13;252;2;0;0
23.8298;108.7881;Guangxi;China;2020-03-14;252;2;0;0
23.8298;108.7881;Guangxi;China;2020-03-15;252;2;0;0
23.8298;108.7881;Guangxi;China;2020-03-16;252;2;0;0
23.8298;108.7881;Guangxi;China;2020-03-17;253;2;1;0
23.8298;108.7881;Guangxi;China;2020-03-18;253;2;0;0
23.8298;108.7881;Guangxi;China;2020-03-19;253;2;0;0
23.8298;108.7881;Guangxi;China;2020-03-20;254;2;1;0
23.8298;108.7881;Guangxi;China;2020-03-21;254;2;0;0
23.8298;108.7881;Guangxi;China;2020-03-22;254;2;0;0
23.8298;108.7881;Guangxi;China;2020-03-23;254;2;0;0
23.8298;108.7881;Guangxi;China;2020-03-24;254;2;0;0
23.8298;108.7881;Guangxi;China;2020-03-25;254;2;0;0
26.8154;106.8748;Guizhou;China;2020-01-22;1;0;0;0
26.8154;106.8748;Guizhou;China;2020-01-23;3;0;2;0
26.8154;106.8748;Guizhou;China;2020-01-24;3;0;0;0
26.8154;106.8748;Guizhou;China;2020-01-25;4;0;1;0
26.8154;106.8748;Guizhou;China;2020-01-26;5;0;1;0
26.8154;106.8748;Guizhou;China;2020-01-27;7;0;2;0
26.8154;106.8748;Guizhou;China;2020-01-28;9;0;2;0
26.8154;106.8748;Guizhou;China;2020-01-29;9;0;0;0
26.8154;106.8748;Guizhou;China;2020-01-30;12;0;3;0
26.8154;106.8748;Guizhou;China;2020-01-31;29;0;17;0
26.8154;106.8748;Guizhou;China;2020-02-01;29;0;0;0
26.8154;106.8748;Guizhou;China;2020-02-02;38;0;9;0
26.8154;106.8748;Guizhou;China;2020-02-03;46;0;8;0
26.8154;106.8748;Guizhou;China;2020-02-04;58;0;12;0
26.8154;106.8748;Guizhou;China;2020-02-05;64;1;6;1
26.8154;106.8748;Guizhou;China;2020-02-06;71;1;7;0
26.8154;106.8748;Guizhou;China;2020-02-07;81;1;10;0
26.8154;106.8748;Guizhou;China;2020-02-08;89;1;8;0
26.8154;106.8748;Guizhou;China;2020-02-09;99;1;10;0
26.8154;106.8748;Guizhou;China;2020-02-10;109;1;10;0
26.8154;106.8748;Guizhou;China;2020-02-11;127;1;18;0
26.8154;106.8748;Guizhou;China;2020-02-12;133;1;6;0
26.8154;106.8748;Guizhou;China;2020-02-13;135;1;2;0
26.8154;106.8748;Guizhou;China;2020-02-14;140;1;5;0
26.8154;106.8748;Guizhou;China;2020-02-15;143;1;3;0
26.8154;106.8748;Guizhou;China;2020-02-16;144;1;1;0
26.8154;106.8748;Guizhou;China;2020-02-17;146;1;2;0
26.8154;106.8748;Guizhou;China;2020-02-18;146;2;0;1
26.8154;106.8748;Guizhou;China;2020-02-19;146;2;0;0
26.8154;106.8748;Guizhou;China;2020-02-20;146;2;0;0
26.8154;106.8748;Guizhou;China;2020-02-21;146;2;0;0
26.8154;106.8748;Guizhou;China;2020-02-22;146;2;0;0
26.8154;106.8748;Guizhou;China;2020-02-23;146;2;0;0
26.8154;106.8748;Guizhou;China;2020-02-24;146;2;0;0
26.8154;106.8748;Guizhou;China;2020-02-25;146;2;0;0
26.8154;106.8748;Guizhou;China;2020-02-26;146;2;0;0
26.8154;106.8748;Guizhou;China;2020-02-27;146;2;0;0
26.8154;106.8748;Guizhou;China;2020-02-28;146;2;0;0
26.8154;106.8748;Guizhou;China;2020-02-29;146;2;0;0
26.8154;106.8748;Guizhou;China;2020-03-01;146;2;0;0
26.8154;106.8748;Guizhou;China;2020-03-02;146;2;0;0
26.8154;106.8748;Guizhou;China;2020-03-03;146;2;0;0
26.8154;106.8748;Guizhou;China;2020-03-04;146;2;0;0
26.8154;106.8748;Guizhou;China;2020-03-05;146;2;0;0
26.8154;106.8748;Guizhou;China;2020-03-06;146;2;0;0
26.8154;106.8748;Guizhou;China;2020-03-07;146;2;0;0
26.8154;106.8748;Guizhou;China;2020-03-08;146;2;0;0
26.8154;106.8748;Guizhou;China;2020-03-09;146;2;0;0
26.8154;106.8748;Guizhou;China;2020-03-10;146;2;0;0
26.8154;106.8748;Guizhou;China;2020-03-11;146;2;0;0
26.8154;106.8748;Guizhou;China;2020-03-12;146;2;0;0
26.8154;106.8748;Guizhou;China;2020-03-13;146;2;0;0
26.8154;106.8748;Guizhou;China;2020-03-14;146;2;0;0
26.8154;106.8748;Guizhou;China;2020-03-15;146;2;0;0
26.8154;106.8748;Guizhou;China;2020-03-16;146;2;0;0
26.8154;106.8748;Guizhou;China;2020-03-17;147;2;1;0
26.8154;106.8748;Guizhou;China;2020-03-18;146;2;0;0
26.8154;106.8748;Guizhou;China;2020-03-19;146;2;0;0
26.8154;106.8748;Guizhou;China;2020-03-20;146;2;0;0
26.8154;106.8748;Guizhou;China;2020-03-21;146;2;0;0
26.8154;106.8748;Guizhou;China;2020-03-22;146;2;0;0
26.8154;106.8748;Guizhou;China;2020-03-23;146;2;0;0
26.8154;106.8748;Guizhou;China;2020-03-24;146;2;0;0
26.8154;106.8748;Guizhou;China;2020-03-25;146;2;0;0
19.1959;109.7453;Hainan;China;2020-01-22;4;0;0;0
19.1959;109.7453;Hainan;China;2020-01-23;5;0;1;0
19.1959;109.7453;Hainan;China;2020-01-24;8;0;3;0
19.1959;109.7453;Hainan;China;2020-01-25;19;0;11;0
19.1959;109.7453;Hainan;China;2020-01-26;22;0;3;0
19.1959;109.7453;Hainan;China;2020-01-27;33;1;11;1
19.1959;109.7453;Hainan;China;2020-01-28;40;1;7;0
19.1959;109.7453;Hainan;China;2020-01-29;43;1;3;0
19.1959;109.7453;Hainan;China;2020-01-30;46;1;3;0
19.1959;109.7453;Hainan;China;2020-01-31;52;1;6;0
19.1959;109.7453;Hainan;China;2020-02-01;62;1;10;0
19.1959;109.7453;Hainan;China;2020-02-02;64;1;2;0
19.1959;109.7453;Hainan;China;2020-02-03;72;1;8;0
19.1959;109.7453;Hainan;China;2020-02-04;80;1;8;0
19.1959;109.7453;Hainan;China;2020-02-05;99;1;19;0
19.1959;109.7453;Hainan;China;2020-02-06;106;1;7;0
19.1959;109.7453;Hainan;China;2020-02-07;117;2;11;1
19.1959;109.7453;Hainan;China;2020-02-08;124;2;7;0
19.1959;109.7453;Hainan;China;2020-02-09;131;3;7;1
19.1959;109.7453;Hainan;China;2020-02-10;138;3;7;0
19.1959;109.7453;Hainan;China;2020-02-11;144;3;6;0
19.1959;109.7453;Hainan;China;2020-02-12;157;4;13;1
19.1959;109.7453;Hainan;China;2020-02-13;157;4;0;0
19.1959;109.7453;Hainan;China;2020-02-14;159;4;2;0
19.1959;109.7453;Hainan;China;2020-02-15;162;4;3;0
19.1959;109.7453;Hainan;China;2020-02-16;162;4;0;0
19.1959;109.7453;Hainan;China;2020-02-17;163;4;1;0
19.1959;109.7453;Hainan;China;2020-02-18;163;4;0;0
19.1959;109.7453;Hainan;China;2020-02-19;168;4;5;0
19.1959;109.7453;Hainan;China;2020-02-20;168;4;0;0
19.1959;109.7453;Hainan;China;2020-02-21;168;4;0;0
19.1959;109.7453;Hainan;China;2020-02-22;168;4;0;0
19.1959;109.7453;Hainan;China;2020-02-23;168;5;0;1
19.1959;109.7453;Hainan;China;2020-02-24;168;5;0;0
19.1959;109.7453;Hainan;China;2020-02-25;168;5;0;0
19.1959;109.7453;Hainan;China;2020-02-26;168;5;0;0
19.1959;109.7453;Hainan;China;2020-02-27;168;5;0;0
19.1959;109.7453;Hainan;China;2020-02-28;168;5;0;0
19.1959;109.7453;Hainan;China;2020-02-29;168;5;0;0
19.1959;109.7453;Hainan;China;2020-03-01;168;5;0;0
19.1959;109.7453;Hainan;China;2020-03-02;168;5;0;0
19.1959;109.7453;Hainan;China;2020-03-03;168;5;0;0
19.1959;109.7453;Hainan;China;2020-03-04;168;5;0;0
19.1959;109.7453;Hainan;China;2020-03-05;168;6;0;1
19.1959;109.7453;Hainan;China;2020-03-06;168;6;0;0
19.1959;109.7453;Hainan;China;2020-03-07;168;6;0;0
19.1959;109.7453;Hainan;China;2020-03-08;168;6;0;0
19.1959;109.7453;Hainan;China;2020-03-09;168;6;0;0
19.1959;109.7453;Hainan;China;2020-03-10;168;6;0;0
19.1959;109.7453;Hainan;China;2020-03-11;168;6;0;0
19.1959;109.7453;Hainan;China;2020-03-12;168;6;0;0
19.1959;109.7453;Hainan;China;2020-03-13;168;6;0;0
19.1959;109.7453;Hainan;China;2020-03-14;168;6;0;0
19.1959;109.7453;Hainan;China;2020-03-15;168;6;0;0
19.1959;109.7453;Hainan;China;2020-03-16;168;6;0;0
19.1959;109.7453;Hainan;China;2020-03-17;168;6;0;0
19.1959;109.7453;Hainan;China;2020-03-18;168;6;0;0
19.1959;109.7453;Hainan;China;2020-03-19;168;6;0;0
19.1959;109.7453;Hainan;China;2020-03-20;168;6;0;0
19.1959;109.7453;Hainan;China;2020-03-21;168;6;0;0
19.1959;109.7453;Hainan;China;2020-03-22;168;6;0;0
19.1959;109.7453;Hainan;China;2020-03-23;168;6;0;0
19.1959;109.7453;Hainan;China;2020-03-24;168;6;0;0
19.1959;109.7453;Hainan;China;2020-03-25;168;6;0;0
39.549;116.1306;Hebei;China;2020-01-22;1;0;0;0
39.549;116.1306;Hebei;China;2020-01-23;1;1;0;1
39.549;116.1306;Hebei;China;2020-01-24;2;1;1;0
39.549;116.1306;Hebei;China;2020-01-25;8;1;6;0
39.549;116.1306;Hebei;China;2020-01-26;13;1;5;0
39.549;116.1306;Hebei;China;2020-01-27;18;1;5;0
39.549;116.1306;Hebei;China;2020-01-28;33;1;15;0
39.549;116.1306;Hebei;China;2020-01-29;48;1;15;0
39.549;116.1306;Hebei;China;2020-01-30;65;1;17;0
39.549;116.1306;Hebei;China;2020-01-31;82;1;17;0
39.549;116.1306;Hebei;China;2020-02-01;96;1;14;0
39.549;116.1306;Hebei;China;2020-02-02;104;1;8;0
39.549;116.1306;Hebei;China;2020-02-03;113;1;9;0
39.549;116.1306;Hebei;China;2020-02-04;126;1;13;0
39.549;116.1306;Hebei;China;2020-02-05;135;1;9;0
39.549;116.1306;Hebei;China;2020-02-06;157;1;22;0
39.549;116.1306;Hebei;China;2020-02-07;172;1;15;0
39.549;116.1306;Hebei;China;2020-02-08;195;1;23;0
39.549;116.1306;Hebei;China;2020-02-09;206;2;11;1
39.549;116.1306;Hebei;China;2020-02-10;218;2;12;0
39.549;116.1306;Hebei;China;2020-02-11;239;2;21;0
39.549;116.1306;Hebei;China;2020-02-12;251;2;12;0
39.549;116.1306;Hebei;China;2020-02-13;265;3;14;1
39.549;116.1306;Hebei;China;2020-02-14;283;3;18;0
39.549;116.1306;Hebei;China;2020-02-15;291;3;8;0
39.549;116.1306;Hebei;China;2020-02-16;300;3;9;0
39.549;116.1306;Hebei;China;2020-02-17;301;3;1;0
39.549;116.1306;Hebei;China;2020-02-18;306;4;5;1
39.549;116.1306;Hebei;China;2020-02-19;306;4;0;0
39.549;116.1306;Hebei;China;2020-02-20;307;5;1;1
39.549;116.1306;Hebei;China;2020-02-21;308;5;1;0
39.549;116.1306;Hebei;China;2020-02-22;309;6;1;1
39.549;116.1306;Hebei;China;2020-02-23;311;6;2;0
39.549;116.1306;Hebei;China;2020-02-24;311;6;0;0
39.549;116.1306;Hebei;China;2020-02-25;311;6;0;0
39.549;116.1306;Hebei;China;2020-02-26;312;6;1;0
39.549;116.1306;Hebei;China;2020-02-27;317;6;5;0
39.549;116.1306;Hebei;China;2020-02-28;318;6;1;0
39.549;116.1306;Hebei;China;2020-02-29;318;6;0;0
39.549;116.1306;Hebei;China;2020-03-01;318;6;0;0
39.549;116.1306;Hebei;China;2020-03-02;318;6;0;0
39.549;116.1306;Hebei;China;2020-03-03;318;6;0;0
39.549;116.1306;Hebei;China;2020-03-04;318;6;0;0
39.549;116.1306;Hebei;China;2020-03-05;318;6;0;0
39.549;116.1306;Hebei;China;2020-03-06;318;6;0;0
39.549;116.1306;Hebei;China;2020-03-07;318;6;0;0
39.549;116.1306;Hebei;China;2020-03-08;318;6;0;0
39.549;116.1306;Hebei;China;2020-03-09;318;6;0;0
39.549;116.1306;Hebei;China;2020-03-10;318;6;0;0
39.549;116.1306;Hebei;China;2020-03-11;318;6;0;0
39.549;116.1306;Hebei;China;2020-03-12;318;6;0;0
39.549;116.1306;Hebei;China;2020-03-13;318;6;0;0
39.549;116.1306;Hebei;China;2020-03-14;318;6;0;0
39.549;116.1306;Hebei;China;2020-03-15;318;6;0;0
39.549;116.1306;Hebei;China;2020-03-16;318;6;0;0
39.549;116.1306;Hebei;China;2020-03-17;318;6;0;0
39.549;116.1306;Hebei;China;2020-03-18;318;6;0;0
39.549;116.1306;Hebei;China;2020-03-19;318;6;0;0
39.549;116.1306;Hebei;China;2020-03-20;318;6;0;0
39.549;116.1306;Hebei;China;2020-03-21;318;6;0;0
39.549;116.1306;Hebei;China;2020-03-22;319;6;1;0
39.549;116.1306;Hebei;China;2020-03-23;319;6;0;0
39.549;116.1306;Hebei;China;2020-03-24;319;6;0;0
39.549;116.1306;Hebei;China;2020-03-25;319;6;0;0
47.862;127.7615;Heilongjiang;China;2020-01-22;0;0;0;0
47.862;127.7615;Heilongjiang;China;2020-01-23;2;0;2;0
47.862;127.7615;Heilongjiang;China;2020-01-24;4;1;2;1
47.862;127.7615;Heilongjiang;China;2020-01-25;9;1;5;0
47.862;127.7615;Heilongjiang;China;2020-01-26;15;1;6;0
47.862;127.7615;Heilongjiang;China;2020-01-27;21;1;6;0
47.862;127.7615;Heilongjiang;China;2020-01-28;33;1;12;0
47.862;127.7615;Heilongjiang;China;2020-01-29;38;1;5;0
47.862;127.7615;Heilongjiang;China;2020-01-30;44;2;6;1
47.862;127.7615;Heilongjiang;China;2020-01-31;59;2;15;0
47.862;127.7615;Heilongjiang;China;2020-02-01;80;2;21;0
47.862;127.7615;Heilongjiang;China;2020-02-02;95;2;15;0
47.862;127.7615;Heilongjiang;China;2020-02-03;121;2;26;0
47.862;127.7615;Heilongjiang;China;2020-02-04;155;2;34;0
47.862;127.7615;Heilongjiang;China;2020-02-05;190;2;35;0
47.862;127.7615;Heilongjiang;China;2020-02-06;227;3;37;1
47.862;127.7615;Heilongjiang;China;2020-02-07;277;3;50;0
47.862;127.7615;Heilongjiang;China;2020-02-08;295;5;18;2
47.862;127.7615;Heilongjiang;China;2020-02-09;307;6;12;1
47.862;127.7615;Heilongjiang;China;2020-02-10;331;7;24;1
47.862;127.7615;Heilongjiang;China;2020-02-11;360;8;29;1
47.862;127.7615;Heilongjiang;China;2020-02-12;378;8;18;0
47.862;127.7615;Heilongjiang;China;2020-02-13;395;9;17;1
47.862;127.7615;Heilongjiang;China;2020-02-14;419;11;24;2
47.862;127.7615;Heilongjiang;China;2020-02-15;425;11;6;0
47.862;127.7615;Heilongjiang;China;2020-02-16;445;11;20;0
47.862;127.7615;Heilongjiang;China;2020-02-17;457;11;12;0
47.862;127.7615;Heilongjiang;China;2020-02-18;464;11;7;0
47.862;127.7615;Heilongjiang;China;2020-02-19;470;12;6;1
47.862;127.7615;Heilongjiang;China;2020-02-20;476;12;6;0
47.862;127.7615;Heilongjiang;China;2020-02-21;479;12;3;0
47.862;127.7615;Heilongjiang;China;2020-02-22;479;12;0;0
47.862;127.7615;Heilongjiang;China;2020-02-23;480;12;1;0
47.862;127.7615;Heilongjiang;China;2020-02-24;480;12;0;0
47.862;127.7615;Heilongjiang;China;2020-02-25;480;12;0;0
47.862;127.7615;Heilongjiang;China;2020-02-26;480;12;0;0
47.862;127.7615;Heilongjiang;China;2020-02-27;480;13;0;1
47.862;127.7615;Heilongjiang;China;2020-02-28;480;13;0;0
47.862;127.7615;Heilongjiang;China;2020-02-29;480;13;0;0
47.862;127.7615;Heilongjiang;China;2020-03-01;480;13;0;0
47.862;127.7615;Heilongjiang;China;2020-03-02;480;13;0;0
47.862;127.7615;Heilongjiang;China;2020-03-03;480;13;0;0
47.862;127.7615;Heilongjiang;China;2020-03-04;480;13;0;0
47.862;127.7615;Heilongjiang;China;2020-03-05;481;13;1;0
47.862;127.7615;Heilongjiang;China;2020-03-06;481;13;0;0
47.862;127.7615;Heilongjiang;China;2020-03-07;481;13;0;0
47.862;127.7615;Heilongjiang;China;2020-03-08;481;13;0;0
47.862;127.7615;Heilongjiang;China;2020-03-09;481;13;0;0
47.862;127.7615;Heilongjiang;China;2020-03-10;481;13;0;0
47.862;127.7615;Heilongjiang;China;2020-03-11;482;13;1;0
47.862;127.7615;Heilongjiang;China;2020-03-12;482;13;0;0
47.862;127.7615;Heilongjiang;China;2020-03-13;482;13;0;0
47.862;127.7615;Heilongjiang;China;2020-03-14;482;13;0;0
47.862;127.7615;Heilongjiang;China;2020-03-15;482;13;0;0
47.862;127.7615;Heilongjiang;China;2020-03-16;482;13;0;0
47.862;127.7615;Heilongjiang;China;2020-03-17;482;13;0;0
47.862;127.7615;Heilongjiang;China;2020-03-18;482;13;0;0
47.862;127.7615;Heilongjiang;China;2020-03-19;483;13;1;0
47.862;127.7615;Heilongjiang;China;2020-03-20;484;13;1;0
47.862;127.7615;Heilongjiang;China;2020-03-21;484;13;0;0
47.862;127.7615;Heilongjiang;China;2020-03-22;484;13;0;0
47.862;127.7615;Heilongjiang;China;2020-03-23;484;13;0;0
47.862;127.7615;Heilongjiang;China;2020-03-24;484;13;0;0
47.862;127.7615;Heilongjiang;China;2020-03-25;484;13;0;0
33.882;113.614;Henan;China;2020-01-22;5;0;0;0
33.882;113.614;Henan;China;2020-01-23;5;0;0;0
33.882;113.614;Henan;China;2020-01-24;9;0;4;0
33.882;113.614;Henan;China;2020-01-25;32;0;23;0
33.882;113.614;Henan;China;2020-01-26;83;1;51;1
33.882;113.614;Henan;China;2020-01-27;128;1;45;0
33.882;113.614;Henan;China;2020-01-28;168;1;40;0
33.882;113.614;Henan;China;2020-01-29;206;2;38;1
33.882;113.614;Henan;China;2020-01-30;278;2;72;0
33.882;113.614;Henan;China;2020-01-31;352;2;74;0
33.882;113.614;Henan;China;2020-02-01;422;2;70;0
33.882;113.614;Henan;China;2020-02-02;493;2;71;0
33.882;113.614;Henan;China;2020-02-03;566;2;73;0
33.882;113.614;Henan;China;2020-02-04;675;2;109;0
33.882;113.614;Henan;China;2020-02-05;764;2;89;0
33.882;113.614;Henan;China;2020-02-06;851;2;87;0
33.882;113.614;Henan;China;2020-02-07;914;3;63;1
33.882;113.614;Henan;China;2020-02-08;981;4;67;1
33.882;113.614;Henan;China;2020-02-09;1033;6;52;2
33.882;113.614;Henan;China;2020-02-10;1073;6;40;0
33.882;113.614;Henan;China;2020-02-11;1105;7;32;1
33.882;113.614;Henan;China;2020-02-12;1135;8;30;1
33.882;113.614;Henan;China;2020-02-13;1169;10;34;2
33.882;113.614;Henan;China;2020-02-14;1184;11;15;1
33.882;113.614;Henan;China;2020-02-15;1212;13;28;2
33.882;113.614;Henan;China;2020-02-16;1231;13;19;0
33.882;113.614;Henan;China;2020-02-17;1246;16;15;3
33.882;113.614;Henan;China;2020-02-18;1257;19;11;3
33.882;113.614;Henan;China;2020-02-19;1262;19;5;0
33.882;113.614;Henan;China;2020-02-20;1265;19;3;0
33.882;113.614;Henan;China;2020-02-21;1267;19;2;0
33.882;113.614;Henan;China;2020-02-22;1270;19;3;0
33.882;113.614;Henan;China;2020-02-23;1271;19;1;0
33.882;113.614;Henan;China;2020-02-24;1271;19;0;0
33.882;113.614;Henan;China;2020-02-25;1271;19;0;0
33.882;113.614;Henan;China;2020-02-26;1271;19;0;0
33.882;113.614;Henan;China;2020-02-27;1272;20;1;1
33.882;113.614;Henan;China;2020-02-28;1272;20;0;0
33.882;113.614;Henan;China;2020-02-29;1272;21;0;1
33.882;113.614;Henan;China;2020-03-01;1272;22;0;1
33.882;113.614;Henan;China;2020-03-02;1272;22;0;0
33.882;113.614;Henan;China;2020-03-03;1272;22;0;0
33.882;113.614;Henan;China;2020-03-04;1272;22;0;0
33.882;113.614;Henan;China;2020-03-05;1272;22;0;0
33.882;113.614;Henan;China;2020-03-06;1272;22;0;0
33.882;113.614;Henan;China;2020-03-07;1272;22;0;0
33.882;113.614;Henan;China;2020-03-08;1272;22;0;0
33.882;113.614;Henan;China;2020-03-09;1272;22;0;0
33.882;113.614;Henan;China;2020-03-10;1272;22;0;0
33.882;113.614;Henan;China;2020-03-11;1273;22;1;0
33.882;113.614;Henan;China;2020-03-12;1273;22;0;0
33.882;113.614;Henan;China;2020-03-13;1273;22;0;0
33.882;113.614;Henan;China;2020-03-14;1273;22;0;0
33.882;113.614;Henan;China;2020-03-15;1273;22;0;0
33.882;113.614;Henan;China;2020-03-16;1273;22;0;0
33.882;113.614;Henan;China;2020-03-17;1273;22;0;0
33.882;113.614;Henan;China;2020-03-18;1273;22;0;0
33.882;113.614;Henan;China;2020-03-19;1273;22;0;0
33.882;113.614;Henan;China;2020-03-20;1273;22;0;0
33.882;113.614;Henan;China;2020-03-21;1273;22;0;0
33.882;113.614;Henan;China;2020-03-22;1274;22;1;0
33.882;113.614;Henan;China;2020-03-23;1274;22;0;0
33.882;113.614;Henan;China;2020-03-24;1274;22;0;0
33.882;113.614;Henan;China;2020-03-25;1274;22;0;0
22.3;114.2;Hong Kong;China;2020-01-22;0;0;0;0
22.3;114.2;Hong Kong;China;2020-01-23;2;0;2;0
22.3;114.2;Hong Kong;China;2020-01-24;2;0;0;0
22.3;114.2;Hong Kong;China;2020-01-25;5;0;3;0
22.3;114.2;Hong Kong;China;2020-01-26;8;0;3;0
22.3;114.2;Hong Kong;China;2020-01-27;8;0;0;0
22.3;114.2;Hong Kong;China;2020-01-28;8;0;0;0
22.3;114.2;Hong Kong;China;2020-01-29;10;0;2;0
22.3;114.2;Hong Kong;China;2020-01-30;10;0;0;0
22.3;114.2;Hong Kong;China;2020-01-31;12;0;2;0
22.3;114.2;Hong Kong;China;2020-02-01;13;0;1;0
22.3;114.2;Hong Kong;China;2020-02-02;15;0;2;0
22.3;114.2;Hong Kong;China;2020-02-03;15;0;0;0
22.3;114.2;Hong Kong;China;2020-02-04;17;1;2;1
22.3;114.2;Hong Kong;China;2020-02-05;21;1;4;0
22.3;114.2;Hong Kong;China;2020-02-06;24;1;3;0
22.3;114.2;Hong Kong;China;2020-02-07;25;1;1;0
22.3;114.2;Hong Kong;China;2020-02-08;26;1;1;0
22.3;114.2;Hong Kong;China;2020-02-09;29;1;3;0
22.3;114.2;Hong Kong;China;2020-02-10;38;1;9;0
22.3;114.2;Hong Kong;China;2020-02-11;49;1;11;0
22.3;114.2;Hong Kong;China;2020-02-12;50;1;1;0
22.3;114.2;Hong Kong;China;2020-02-13;53;1;3;0
22.3;114.2;Hong Kong;China;2020-02-14;56;1;3;0
22.3;114.2;Hong Kong;China;2020-02-15;56;1;0;0
22.3;114.2;Hong Kong;China;2020-02-16;57;1;1;0
22.3;114.2;Hong Kong;China;2020-02-17;60;1;3;0
22.3;114.2;Hong Kong;China;2020-02-18;62;1;2;0
22.3;114.2;Hong Kong;China;2020-02-19;63;2;1;1
22.3;114.2;Hong Kong;China;2020-02-20;68;2;5;0
22.3;114.2;Hong Kong;China;2020-02-21;68;2;0;0
22.3;114.2;Hong Kong;China;2020-02-22;69;2;1;0
22.3;114.2;Hong Kong;China;2020-02-23;74;2;5;0
22.3;114.2;Hong Kong;China;2020-02-24;79;2;5;0
22.3;114.2;Hong Kong;China;2020-02-25;84;2;5;0
22.3;114.2;Hong Kong;China;2020-02-26;91;2;7;0
22.3;114.2;Hong Kong;China;2020-02-27;92;2;1;0
22.3;114.2;Hong Kong;China;2020-02-28;94;2;2;0
22.3;114.2;Hong Kong;China;2020-02-29;95;2;1;0
22.3;114.2;Hong Kong;China;2020-03-01;96;2;1;0
22.3;114.2;Hong Kong;China;2020-03-02;100;2;4;0
22.3;114.2;Hong Kong;China;2020-03-03;100;2;0;0
22.3;114.2;Hong Kong;China;2020-03-04;105;2;5;0
22.3;114.2;Hong Kong;China;2020-03-05;105;2;0;0
22.3;114.2;Hong Kong;China;2020-03-06;107;2;2;0
22.3;114.2;Hong Kong;China;2020-03-07;108;2;1;0
22.3;114.2;Hong Kong;China;2020-03-08;114;3;6;1
22.3;114.2;Hong Kong;China;2020-03-09;115;3;1;0
22.3;114.2;Hong Kong;China;2020-03-10;120;3;5;0
22.3;114.2;Hong Kong;China;2020-03-11;126;3;6;0
22.3;114.2;Hong Kong;China;2020-03-12;129;3;3;0
22.3;114.2;Hong Kong;China;2020-03-13;134;4;5;1
22.3;114.2;Hong Kong;China;2020-03-14;140;4;6;0
22.3;114.2;Hong Kong;China;2020-03-15;145;4;5;0
22.3;114.2;Hong Kong;China;2020-03-16;155;4;10;0
22.3;114.2;Hong Kong;China;2020-03-17;162;4;7;0
22.3;114.2;Hong Kong;China;2020-03-18;181;4;19;0
22.3;114.2;Hong Kong;China;2020-03-19;208;4;27;0
22.3;114.2;Hong Kong;China;2020-03-20;256;4;48;0
22.3;114.2;Hong Kong;China;2020-03-21;273;4;17;0
22.3;114.2;Hong Kong;China;2020-03-22;317;4;44;0
22.3;114.2;Hong Kong;China;2020-03-23;356;4;39;0
22.3;114.2;Hong Kong;China;2020-03-24;386;4;30;0
22.3;114.2;Hong Kong;China;2020-03-25;410;4;24;0
30.9756;112.2707;Hubei;China;2020-01-22;444;17;0;0
30.9756;112.2707;Hubei;China;2020-01-23;444;17;0;0
30.9756;112.2707;Hubei;China;2020-01-24;549;24;105;7
30.9756;112.2707;Hubei;China;2020-01-25;761;40;212;16
30.9756;112.2707;Hubei;China;2020-01-26;1058;52;297;12
30.9756;112.2707;Hubei;China;2020-01-27;1423;76;365;24
30.9756;112.2707;Hubei;China;2020-01-28;3554;125;2131;49
30.9756;112.2707;Hubei;China;2020-01-29;3554;125;0;0
30.9756;112.2707;Hubei;China;2020-01-30;4903;162;1349;37
30.9756;112.2707;Hubei;China;2020-01-31;5806;204;903;42
30.9756;112.2707;Hubei;China;2020-02-01;7153;249;1347;45
30.9756;112.2707;Hubei;China;2020-02-02;11177;350;4024;101
30.9756;112.2707;Hubei;China;2020-02-03;13522;414;2345;64
30.9756;112.2707;Hubei;China;2020-02-04;16678;479;3156;65
30.9756;112.2707;Hubei;China;2020-02-05;19665;549;2987;70
30.9756;112.2707;Hubei;China;2020-02-06;22112;618;2447;69
30.9756;112.2707;Hubei;China;2020-02-07;24953;699;2841;81
30.9756;112.2707;Hubei;China;2020-02-08;27100;780;2147;81
30.9756;112.2707;Hubei;China;2020-02-09;29631;871;2531;91
30.9756;112.2707;Hubei;China;2020-02-10;31728;974;2097;103
30.9756;112.2707;Hubei;China;2020-02-11;33366;1068;1638;94
30.9756;112.2707;Hubei;China;2020-02-12;33366;1068;0;0
30.9756;112.2707;Hubei;China;2020-02-13;48206;1310;14840;242
30.9756;112.2707;Hubei;China;2020-02-14;54406;1457;6200;147
30.9756;112.2707;Hubei;China;2020-02-15;56249;1596;1843;139
30.9756;112.2707;Hubei;China;2020-02-16;58182;1696;1933;100
30.9756;112.2707;Hubei;China;2020-02-17;59989;1789;1807;93
30.9756;112.2707;Hubei;China;2020-02-18;61682;1921;1693;132
30.9756;112.2707;Hubei;China;2020-02-19;62031;2029;349;108
